BHK,Price,registration_charges,localities,super_built_up_area,carpet_area,price_per_sqft,bathroom,balconies,status,additional_room,transaction_type,floorNum,funrished_status,address,facing,projectName,Area_sqft,Property_Type,regions,price_in_inr
2.0,₹85 Lac,"₹4,25,000",Zeta,1507.0,1207,5640.0,3.0,2.0,Ready to move,None,Resale,Not specified,Unfurnished,Villa number- D-247,North - East,UNKNOWN,1507.0,Villa,Noida,8500000.0
2.0,₹85 Lac,Not specified,Zeta,1050.0,850,8095.0,2.0,2.0,Ready to move,None,Resale,13,Furnished,D-1306,West,Ace Platinum,1050.0,Multistorey Apartment,Noida,8500000.0
3.0,₹68 Lac,"₹3,40,000",Surajpur,1395.0,1395,4874.0,2.0,5.0,Ready to move,None,Resale,14,Unfurnished,UPSIDC Site C Road Sector Zeta I Greater Noida Uttar Pradesh 201306A1402 Tower A LA Galaxia Greater Noida,East,La Galaxia,1395.0,Multistorey Apartment,Noida,6800000.0
3.0,₹1.68 Cr,"₹8,40,000",Yamuna Expressway,2175.0,1786,7724.0,3.0,3.0,Not specified,Store Room,Resale,1,Semi-Furnished,sec 22 a,East,Nimbus The Palm Village,2175.0,Multistorey Apartment,Noida,16800000.0
3.0,₹65 Lac,Not specified,Noida Extension,1600.0,1313,4062.0,3.0,3.0,Ready to move,Store Room,Resale,6,Semi-Furnished,Noida Extension,North - East,Patel Neotown,1600.0,Multistorey Apartment,Noida,6500000.0
2.0,₹72 Lac,Not specified,Yamuna Expressway,1185.0,973,6075.0,2.0,2.0,Ready to move,None,Resale,5,Unfurnished,Yamuna Expressway,East,Home and Soul Beetle Lap,1185.0,Multistorey Apartment,Noida,7200000.0
4.0,₹2.2 Cr,"₹11,00,000",Noida Extension,1875.0,1775,11733.0,3.0,3.0,Ready to move,None,Resale,15,Unfurnished,Greater Noida west sector 1,North - East,UNKNOWN,1875.0,Multistorey Apartment,Noida,22000000.0
2.0,₹72 Lac,Not specified,Sector 16C,955.0,784,7539.0,2.0,4.0,Ready to move,Study Room,Resale,1,Unfurnished,C-2104.,West,UNKNOWN,955.0,Multistorey Apartment,Noida,7200000.0
3.0,₹72 Lac,"₹3,60,000",Noida Extension,1700.0,1430,4235.0,2.0,0.0,Ready to move,Study Room,Resale,Not specified,Unfurnished,greater Noida extension west sector 12 near about saini village,East,UNKNOWN,1700.0,Villa,Noida,7200000.0
3.0,₹80 Lac,Not specified,Eta 2,1225.0,1125,6530.0,2.0,2.0,Ready to move,None,Resale,5,Semi-Furnished,Sector Eta 2,North - East,Migsun Twiinz,1225.0,Multistorey Apartment,Noida,8000000.0
2.0,₹82.5 Lac,Not specified,Gaur City 2,1040.0,614,7932.0,2.0,2.0,Ready to move,None,Resale,26,Semi-Furnished,14th Avenue,South -West,UNKNOWN,1040.0,Multistorey Apartment,Noida,8250000.0
3.0,₹1.3 Cr,"₹6,50,000",Noida Extension,1055.0,866,12322.0,2.0,4.0,Ready to move,None,Resale,2,Unfurnished,Noida Extension,East,Arihant Abode,1055.0,Multistorey Apartment,Noida,13000000.0
3.0,₹1.2 Cr,Not specified,Noida Extension,1190.0,1188,10084.0,2.0,3.0,Ready to move,Store Room,Resale,8,Not Specified,D Block,West,Himalaya Pride,1190.0,Multistorey Apartment,Noida,12000000.0
3.0,₹86 Lac,Not specified,Sector 16,800.0,783,10750.0,3.0,2.0,Not specified,None,Resale,Not specified,Unfurnished,Sector 16,Not Specified,UNKNOWN,800.0,Villa,Noida,8600000.0
4.0,₹1.4 Cr,Not specified,Tech Zone,2065.0,1695,6779.0,5.0,0.0,Ready to move,None,Resale,10,Semi-Furnished,Tech Zone,Not Specified,Amrapali La Residential,2065.0,Multistorey Apartment,Noida,14000000.0
3.0,₹2.2 Cr,Not specified,Sector 12,2025.0,1500,10864.0,3.0,3.0,Not specified,None,Resale,6,Unfurnished,601.,Not Specified,Mahagun My Laagoon,2025.0,Multistorey Apartment,Noida,22000000.0
3.0,₹72 Lac,Not specified,Greater Noida West Link Road,1700.0,1430,4235.0,4.0,2.0,Ready to move,Study Room,New Property,Not specified,Semi-Furnished,Greater Noida West Link Road,East,UNKNOWN,1700.0,Villa,Noida,7200000.0
4.0,₹1.5 Cr,Not specified,Eta 2,1925.0,1580,7792.0,4.0,3.0,Ready to move,None,Resale,3,Semi-Furnished,Tilapta Village,East,Migsun Vilaasa,1925.0,Multistorey Apartment,Noida,15000000.0
3.0,₹1.1 Cr,"₹5,50,000",Noida Extension,2000.0,1800,5500.0,3.0,2.0,Ready to move,Store Room,Resale,Not specified,Semi-Furnished,Noida Extension,East,UNKNOWN,2000.0,Villa,Noida,11000000.0
2.0,₹72 Lac,"₹3,60,000",Sector 16,975.0,675,7384.0,2.0,4.0,Ready to move,None,Resale,23,Semi-Furnished,Sector 16,North,Panchsheel Pinnacle Green,975.0,Multistorey Apartment,Noida,7200000.0
2.0,₹38 Lac,"₹1,90,000",Noida Extension,1050.0,950,3619.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Noida Extension,Not Specified,Heritage Floors Villa,1050.0,Multistorey Apartment,Noida,3800000.0
3.0,₹1.7 Cr,Not specified,Chi 2,1399.0,1399,12151.0,2.0,2.0,Ready to move,None,Resale,3,Semi-Furnished,Chi 2,North,AWHO Gurjinder Vihar,1399.0,Multistorey Apartment,Noida,17000000.0
3.0,₹1.98 Cr,"₹9,90,000",Yamuna Expressway,1740.0,1428,11379.0,4.0,3.0,Ready to move,Servant Room,Resale,Not specified,Unfurnished,Solitarian City,Not Specified,UNKNOWN,1740.0,Villa,Noida,19800000.0
2.0,₹85 Lac,Not specified,Eta 2,1005.0,825,8457.0,2.0,0.0,Ready to move,None,Resale,16,Semi-Furnished,Eta 2,Not Specified,SKA Metro Ville,1005.0,Multistorey Apartment,Noida,8500000.0
2.0,₹1.1 Cr,Not specified,Gamma 2,1187.0,1187,9267.0,2.0,2.0,Ready to move,None,Resale,7,Semi-Furnished,India,Not Specified,Ashiana Orchids,1187.0,Multistorey Apartment,Noida,11000000.0
2.0,₹70 Lac,Not specified,Gaur City 1,945.0,945,7407.0,2.0,2.0,Ready to move,Study Room,New Property,9,Semi-Furnished,NBCC Golf Homes,Not Specified,UNKNOWN,945.0,Multistorey Apartment,Noida,7000000.0
3.0,₹1.2 Cr,"₹6,00,000",Yamuna Expressway,2400.0,1970,5000.0,4.0,4.0,Not specified,Store Room,Resale,2,Semi-Furnished,Yamuna Expressway,North - East,Ace Terra,2400.0,Multistorey Apartment,Noida,12000000.0
3.0,₹45 Lac,"₹2,25,000",Surajpur,1285.0,1000,3501.0,2.0,4.0,Ready to move,Study Room,Resale,1,Furnished,B 104,North - East,Cosmos Shivalik Homes,1285.0,Multistorey Apartment,Noida,4500000.0
2.0,₹5.75 Cr,Not specified,Jaypee Greens,2685.0,2200,21415.0,3.0,0.0,Ready to move,Servant Room,Resale,12,Semi-Furnished,Flat No 1201 Crescent Court,Not Specified,Jaypee Greens Crescent Court,2685.0,Multistorey Apartment,Noida,57500000.0
3.0,₹1.35 Cr,Not specified,Bisrakh Jalalpur,1600.0,1500,8437.0,3.0,0.0,Ready to move,Store Room,Resale,Not specified,Furnished,Bisrakh Jalalpur,East,UNKNOWN,1600.0,Villa,Noida,13500000.0
3.0,₹1.3 Cr,Not specified,Noida Extension,1280.0,1051,10156.0,2.0,0.0,Ready to move,None,Resale,17,Furnished,Noida Extension,Not Specified,Nirala Greenshire,1280.0,Multistorey Apartment,Noida,13000000.0
2.0,₹32 Lac,"₹1,59,950",Noida Extension,1030.0,845,3106.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Noida Extension Sector 20,North - East,Twin Clarus,1030.0,Builder Floor Apartment,Noida,3200000.0
3.0,₹1.05 Cr,Not specified,Omega 2,1359.0,1115,7726.0,2.0,0.0,Ready to move,None,Resale,14,Semi-Furnished,Omega 2,Not Specified,SDS NRI residency,1359.0,Multistorey Apartment,Noida,10500000.0
2.0,₹70 Lac,"₹3,50,000",Yamuna Expressway,1075.0,882,6511.0,2.0,2.0,Ready to move,Store Room,Resale,15,Semi-Furnished,16th Park View,South -West,Gaur Yamuna City,1075.0,Multistorey Apartment,Noida,7000000.0
2.0,₹28 Lac,"₹1,40,000",Shahberi,850.0,750,3294.0,2.0,0.0,Ready to move,None,Resale,4,Unfurnished,TF 2 Mudgals 2 Balaji Enclave,North,UNKNOWN,850.0,Builder Floor Apartment,Noida,2800000.0
3.0,₹85 Lac,"₹4,25,000",Noida Extension,1800.0,1550,4722.0,3.0,0.0,Ready to move,Study Room,Resale,Not specified,Semi-Furnished,Noida Extension,North - East,UNKNOWN,1800.0,Villa,Noida,8500000.0
4.0,₹1.45 Cr,Not specified,Eta 2,1925.0,1100,7532.0,4.0,3.0,Ready to move,None,New Property,11,Semi-Furnished,eta 2,East,Migsun Vilaasa,1925.0,Multistorey Apartment,Noida,14500000.0
4.0,₹2.75 Cr,Not specified,Omega 2,2439.0,1900,11275.0,5.0,5.0,Ready to move,Store Room,Resale,10,Semi-Furnished,Omega 2,South - East,SDS NRI residency,2439.0,Multistorey Apartment,Noida,27500000.0
4.0,₹1.1 Cr,Not specified,Eta 2,1925.0,1580,5714.0,4.0,3.0,Ready to move,Servant Room,Resale,14,Semi-Furnished,Eta 2,East,Migsun Vilaasa,1925.0,Multistorey Apartment,Noida,11000000.0
3.0,₹85 Lac,"₹4,25,000",Greater Noida Sector 16B,1850.0,1550,4594.0,3.0,0.0,Ready to move,Store Room,Resale,Not specified,Unfurnished,greater Noida sector 16B,North - East,UNKNOWN,1850.0,Villa,Noida,8500000.0
2.0,₹60 Lac,Not specified,Amrapali Dream Valley,880.0,722,6818.0,2.0,3.0,Ready to move,None,Resale,18,Semi-Furnished,Amrapali Dream Valley,South -West,La Residentia,880.0,Multistorey Apartment,Noida,6000000.0
3.0,₹1.25 Cr,"₹6,25,000",Tech Zone,1206.0,990,10364.0,2.0,4.0,Ready to move,None,Resale,9,Semi-Furnished,Tech Zone,North - East,Aba Cherry County,1206.0,Multistorey Apartment,Noida,12500000.0
4.0,₹5.5 Cr,Not specified,Sector 27,2800.0,2299,19642.0,4.0,3.0,Ready to move,Store Room,New Property,Not specified,Semi-Furnished,Sector 27,Not Specified,UNKNOWN,2800.0,Villa,Noida,55000000.0
2.0,₹90 Lac,"₹4,50,000",Noida Extension,990.0,812,9090.0,2.0,3.0,Not specified,None,Resale,6,Unfurnished,Noida Extension,Not Specified,Sikka Kaamya Greens,990.0,Multistorey Apartment,Noida,9000000.0
2.0,₹61 Lac,"₹3,05,000",Yamuna Expressway,920.0,795,6630.0,2.0,3.0,Ready to move,None,Resale,6,Unfurnished,611.,East,Oasis Grandstand,920.0,Multistorey Apartment,Noida,6100000.0
2.0,₹54 Lac,Not specified,Pari Chowk,910.0,800,5934.0,2.0,2.0,Not specified,Study Room,Resale,2,Semi-Furnished,phi 4 ebony estate near The grand vanice mall,South - East,UNKNOWN,910.0,Builder Floor Apartment,Noida,5400000.0
3.0,₹87 Lac,Not specified,Techzone 4,1750.0,1750,4971.0,3.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Village-chipinaya,East,UNKNOWN,1750.0,Villa,Noida,8700000.0
3.0,₹1.74 Cr,"₹8,70,000",Noida Extension,1590.0,1305,10943.0,3.0,4.0,Ready to move,None,Resale,7,Unfurnished,Noida Extension,East,Irish Pearls,1590.0,Multistorey Apartment,Noida,17400000.0
3.0,₹1.2 Cr,Not specified,Yamuna Expressway,1350.0,1150,8888.0,2.0,3.0,Ready to move,None,Resale,17,Unfurnished,Yamuna Expressway,Not Specified,ATS Allure,1350.0,Multistorey Apartment,Noida,12000000.0
3.0,₹1.6 Cr,Not specified,Yamuna Expressway,1850.0,1519,8648.0,4.0,2.0,Ready to move,Servant Room,Resale,8,Not Specified,Yamuna Expressway,North - East,Presidency Heights,1850.0,Multistorey Apartment,Noida,16000000.0
3.0,₹93 Lac,Not specified,Noida Extension,1800.0,1800,5166.0,3.0,2.0,Not specified,Study Room,New Property,Not specified,Semi-Furnished,Noida Extension,East,UNKNOWN,1800.0,Villa,Noida,9300000.0
3.0,₹1.6 Cr,Not specified,Sector 1,1710.0,1404,9356.0,4.0,4.0,Ready to move,Servant Room,Resale,11,Semi-Furnished,Sector 1,South,Paramount Emotions Phase 2,1710.0,Multistorey Apartment,Noida,16000000.0
2.0,₹28.8 Lac,Not specified,Jalvayu Vihar,865.0,700,3329.0,2.0,0.0,Not specified,None,Resale,Not specified,Furnished,Jalvayu Vihar,Not Specified,UNKNOWN,865.0,Multistorey Apartment,Noida,2880000.0
3.0,₹35.9 Lac,Not specified,Jalvayu Vihar,1400.0,1149,2564.0,2.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Jalvayu Vihar,Not Specified,Jal Vayu Vihar,1400.0,Builder Floor Apartment,Noida,3590000.0
4.0,₹52.1 Lac,Not specified,Eastern Peripheral Expressway,1600.0,720,3256.0,4.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Eastern Peripheral Expressway,Not Specified,UNKNOWN,1600.0,Villa,Noida,5210000.0
4.0,₹52.1 Lac,Not specified,Eastern Peripheral Expressway,1600.0,1313,3256.0,4.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Eastern Peripheral Expressway,Not Specified,UNKNOWN,1600.0,Villa,Noida,5210000.0
2.0,₹80 Lac,"₹4,00,000",Yamuna Expressway,1115.0,1115,7174.0,2.0,4.0,Ready to move,Store Room,Resale,8,Semi-Furnished,16th park view Gaur Yamuna City yamuna expressway,Not Specified,16th Parkview Independent Floors,1115.0,Multistorey Apartment,Noida,8000000.0
3.0,₹99 Lac,"₹4,95,000",Noida Extension,1350.0,850,7333.0,3.0,4.0,Ready to move,None,Resale,10,Unfurnished,1010.,East,Vihaan Floors,1350.0,Multistorey Apartment,Noida,9900000.0
2.0,₹84 Lac,Not specified,Noida Extension,1050.0,862,8000.0,2.0,2.0,Ready to move,Study Room,Resale,8,Not Specified,Sector 12,North - East,Victoryone Amara,1050.0,Multistorey Apartment,Noida,8400000.0
2.0,₹82 Lac,Not specified,Gaur City 2,955.0,955,8586.0,2.0,2.0,Ready to move,None,New Property,2,Furnished,Gaur City 2,North - East,UNKNOWN,955.0,Multistorey Apartment,Noida,8200000.0
3.0,₹1.91 Cr,"₹9,55,000",Noida Extension,2020.0,2020,9455.0,3.0,4.0,Not specified,Servant Room,Resale,7,Unfurnished,Noida Extension,North - East,Stellar One,2020.0,Multistorey Apartment,Noida,19100000.0
3.0,₹1 Cr,"₹5,00,000",Noida Extension,1350.0,1108,7407.0,2.0,3.0,Ready to move,Store Room,Resale,6,Semi-Furnished,Noida Extension,Not Specified,Eros Sampoornam 3,1350.0,Multistorey Apartment,Noida,10000000.0
4.0,₹80 Lac,"₹4,00,000",Noida Extension,1940.0,1593,4123.0,4.0,3.0,Ready to move,None,Resale,13,Unfurnished,Noida Extension,Not Specified,Kbnows Rudra,1940.0,Multistorey Apartment,Noida,8000000.0
2.0,₹36 Lac,"₹1,80,000",Sector 1,1150.0,1000,3130.0,2.0,2.0,Ready to move,Store Room,New Property,1,Semi-Furnished,Sector 1,East,UNKNOWN,1150.0,Builder Floor Apartment,Noida,3600000.0
2.0,₹68 Lac,Not specified,Noida Extension,1185.0,973,5738.0,2.0,0.0,Ready to move,None,Resale,19,Semi-Furnished,sector 16B greater noida best near ek murti chowk,West,UNKNOWN,1185.0,Multistorey Apartment,Noida,6800000.0
2.0,₹35 Lac,Not specified,Greater Noida,1020.0,850,3431.0,2.0,2.0,Not specified,Study Room,Resale,1,Unfurnished,Greater Noida,North - East,UNKNOWN,1020.0,Multistorey Apartment,Noida,3500000.0
3.0,₹1.9 Cr,Not specified,Block N Zeta 1,1500.0,1231,12666.0,2.0,4.0,Ready to move,None,Resale,17,Semi-Furnished,Block N Zeta 1,Not Specified,ATS Dolce,1500.0,Multistorey Apartment,Noida,19000000.0
2.0,₹1 Cr,"₹5,02,500",Techzone 4,1225.0,1005,8163.0,2.0,3.0,Ready to move,Study Room,Resale,11,Unfurnished,Gaur chowk,Not Specified,UNKNOWN,1225.0,Multistorey Apartment,Noida,10000000.0
3.0,₹98 Lac,"₹4,90,000",Noida Extension,1464.0,1202,6693.0,2.0,3.0,Ready to move,None,Resale,18,Unfurnished,Noida Extension,Not Specified,Supertech Eco Village,1464.0,Multistorey Apartment,Noida,9800000.0
3.0,₹99 Lac,Not specified,Chi 5,1492.0,1225,6635.0,2.0,4.0,Ready to move,None,Resale,1,Semi-Furnished,Preview Technocity Apartment,North - East,Technocity Apartments,1492.0,Multistorey Apartment,Noida,9900000.0
3.0,₹1.5 Cr,Not specified,Noida Extension,2010.0,1650,7462.0,3.0,4.0,Not specified,None,Resale,17,Unfurnished,Stellar one phase 2,East,Stellar One,2010.0,Multistorey Apartment,Noida,15000000.0
3.0,₹65 Lac,Not specified,Phi 1,1500.0,1231,4333.0,3.0,0.0,Ready to move,None,Resale,Not specified,Furnished,Phi 1,Not Specified,UNKNOWN,1500.0,Builder Floor Apartment,Noida,6500000.0
2.0,₹75 Lac,Not specified,Yamuna Expressway,1270.0,1042,5905.0,2.0,0.0,Ready to move,None,Resale,16,Semi-Furnished,Presithum,Not Specified,UNKNOWN,1270.0,Multistorey Apartment,Noida,7500000.0
3.0,₹80 Lac,Not specified,Pi 2,1695.0,1391,4719.0,3.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,PI 2,Not Specified,Unitech Horizon,1695.0,Multistorey Apartment,Noida,8000000.0
2.0,₹69 Lac,Not specified,Yamuna Expressway,1000.0,700,6900.0,2.0,2.0,Ready to move,None,Resale,22,Semi-Furnished,Yamuna Expressway,North - East,16th Parkview Independent Floors,1000.0,Multistorey Apartment,Noida,6900000.0
2.0,₹56 Lac,Not specified,Sector 12,1000.0,821,5600.0,2.0,0.0,Not specified,None,Resale,Not specified,Semi-Furnished,B -12,Not Specified,UNKNOWN,1000.0,Villa,Noida,5600000.0
3.0,₹1.25 Cr,Not specified,Noida Extension,1553.0,1275,8048.0,3.0,0.0,Ready to move,None,Resale,15,Unfurnished,Noida Extension,Not Specified,Ratan Pearls,1553.0,Multistorey Apartment,Noida,12500000.0
3.0,₹1 Cr,Not specified,Chi 5,1495.0,1227,6688.0,3.0,3.0,Ready to move,Store Room,Resale,8,Semi-Furnished,Chi v.,Not Specified,Casa Grande,1495.0,Multistorey Apartment,Noida,10000000.0
3.0,₹45 Lac,Not specified,Shahberi,1200.0,985,3750.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,P52,Not Specified,UNKNOWN,1200.0,Multistorey Apartment,Noida,4500000.0
3.0,₹1.7 Cr,"₹8,50,000",Zeta,1742.0,1430,9758.0,5.0,0.0,Ready to move,Servant Room,Resale,Not specified,Furnished,paramount golforeste e type,Not Specified,UNKNOWN,1742.0,Villa,Noida,17000000.0
4.0,₹80 Lac,"₹4,00,000",Noida Extension,1530.0,220,5228.0,4.0,2.0,Ready to move,Store Room,Resale,Not specified,Unfurnished,greater noida,East,UNKNOWN,1530.0,Villa,Noida,8000000.0
3.0,₹95 Lac,Not specified,Chi 5,1267.0,1040,7498.0,3.0,3.0,Ready to move,None,Resale,8,Semi-Furnished,Chi 5,Not Specified,Nimbus Express Park View I,1267.0,Multistorey Apartment,Noida,9500000.0
2.0,₹21 Lac,Not specified,Shahberi,800.0,700,2625.0,2.0,2.0,Ready to move,Study Room,New Property,4,Semi-Furnished,Shahberi,North - East,UNKNOWN,800.0,Multistorey Apartment,Noida,2100000.0
2.0,₹31 Lac,Not specified,Noida Extension,1000.0,821,3100.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Noida Extension,Not Specified,Heritage Floors Villa,1000.0,Multistorey Apartment,Noida,3100000.0
3.0,₹1.15 Cr,Not specified,Sector 16,1385.0,1137,8303.0,3.0,4.0,Ready to move,None,Resale,12,Semi-Furnished,16th Avenue,Not Specified,gaur City 2 16th Avenue,1385.0,Multistorey Apartment,Noida,11500000.0
2.0,₹1.15 Cr,"₹5,75,000",Noida Extension,1090.0,895,10550.0,2.0,4.0,Not specified,None,Resale,1,Unfurnished,secot-12,Not Specified,Civitech Strings,1090.0,Multistorey Apartment,Noida,11500000.0
3.0,₹1.93 Cr,Not specified,Greater Noida,1495.0,1227,12909.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Greater Noida,Not Specified,UNKNOWN,1495.0,Multistorey Apartment,Noida,19300000.0
2.0,₹29 Lac,Not specified,Surajpur,985.0,808,2944.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Surajpur,North - East,UNKNOWN,985.0,Multistorey Apartment,Noida,2900000.0
3.0,₹1.06 Cr,"₹5,30,000",Noida Extension,1425.0,1123,7438.0,2.0,4.0,Ready to move,None,Resale,9,Unfurnished,Noida Extension,Not Specified,Amrapali Golf Homes,1425.0,Multistorey Apartment,Noida,10600000.0
3.0,₹1.65 Cr,Not specified,Sector 16,1855.0,1523,8894.0,4.0,3.0,Ready to move,Servant Room,Resale,8,Semi-Furnished,Strategic Royal court sector 16 B gr.noida west Noida extension 201308,Not Specified,UNKNOWN,1855.0,Multistorey Apartment,Noida,16500000.0
2.0,₹70 Lac,Not specified,Noida Extension,955.0,784,7329.0,2.0,3.0,Ready to move,Study Room,Resale,1,Unfurnished,Noida Extension,East,UNKNOWN,955.0,Multistorey Apartment,Noida,7000000.0
3.0,₹1.4 Cr,Not specified,Tech Zone,1250.0,1100,11200.0,2.0,4.0,Ready to move,None,Resale,20,Furnished,Tech Zone,Not Specified,Nirala Estate Phase 2,1250.0,Multistorey Apartment,Noida,14000000.0
3.0,₹30 Lac,Not specified,Shahberi,1100.0,950,2727.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Flat No 202,Not Specified,UNKNOWN,1100.0,Builder Floor Apartment,Noida,3000000.0
5.0,₹98 Lac,Not specified,Tilpata Karanwas,963.0,790,10176.0,3.0,0.0,Ready to move,None,New Property,2,Furnished,Tilpata karanwas,North - West,UNKNOWN,963.0,Residential House,Noida,9800000.0
2.0,₹2.5 Cr,Not specified,Sector 3,1300.0,1300,19230.0,2.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Sector 3,South,UNKNOWN,1300.0,Villa,Noida,25000000.0
4.0,₹1.11 Cr,Not specified,Vaidpura,2460.0,2020,4512.0,4.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Vaidpura,Not Specified,UNKNOWN,2460.0,Residential House,Noida,11100000.000000002
3.0,₹1.66 Cr,"₹8,33,125",Gautam Budh Nagar,2150.0,1310,7720.0,3.0,2.0,Not specified,None,New Property,3,Semi-Furnished,121.,Not Specified,Nimbus The Palm Village,2150.0,Multistorey Apartment,Noida,16600000.0
2.0,₹72 Lac,Not specified,Yamuna Expressway,1115.0,915,6457.0,2.0,0.0,Ready to move,None,Resale,18,Unfurnished,Yamuna Expressway,Not Specified,Gaur Yamuna City,1115.0,Multistorey Apartment,Noida,7200000.0
2.0,₹35 Lac,Not specified,Shahberi,700.0,574,5000.0,2.0,0.0,Ready to move,None,Resale,5,Furnished,Radha Swami Ashram Marg near Kirney sports academy,Not Specified,UNKNOWN,700.0,Builder Floor Apartment,Noida,3500000.0
3.0,₹60 Lac,Not specified,Jalvayu Vihar,1800.0,1478,3333.0,2.0,0.0,Not specified,None,Resale,Not specified,Furnished,Jalvayu Vihar,Not Specified,UNKNOWN,1800.0,Multistorey Apartment,Noida,6000000.0
4.0,₹61.7 Lac,Not specified,Jalvayu Vihar,1850.0,1519,3335.0,2.0,0.0,Not specified,None,Resale,Not specified,Furnished,Jalvayu Vihar,Not Specified,UNKNOWN,1850.0,Multistorey Apartment,Noida,6170000.0
2.0,₹26.7 Lac,Not specified,Jalvayu Vihar,800.0,700,3337.0,2.0,0.0,Not specified,None,Resale,Not specified,Semi-Furnished,Jalvayu Vihar,Not Specified,UNKNOWN,800.0,Multistorey Apartment,Noida,2670000.0
2.0,₹33.3 Lac,Not specified,Patwari,1115.0,915,2986.0,2.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Patwari,Not Specified,UNKNOWN,1115.0,Multistorey Apartment,Noida,3329999.9999999995
2.0,₹38.5 Lac,Not specified,Alpha 2 Block F,1155.0,948,3333.0,2.0,0.0,Not specified,None,Resale,Not specified,Furnished,Alpha 2 Block F,Not Specified,UNKNOWN,1155.0,Multistorey Apartment,Noida,3850000.0
3.0,₹85 Lac,Not specified,Greater Noida,1490.0,1223,5704.0,2.0,4.0,Ready to move,None,Resale,8,Unfurnished,Greater Noida,Not Specified,UNKNOWN,1490.0,Multistorey Apartment,Noida,8500000.0
4.0,₹95 Lac,Not specified,Noida Extension,3000.0,2463,3166.0,4.0,0.0,Ready to move,None,Resale,6,Semi-Furnished,Noida Extension,Not Specified,UNKNOWN,3000.0,Multistorey Apartment,Noida,9500000.0
